Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Stone Garrett","WSN",2,5,6,3,1,1,0,1,2,3,1,0,0,0,0,0,0,0,0,0.6,"Stone Garrett",19273,656448
"Darren Baker","WSN",9,14,14,7,5,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0.5,"Darren Baker",29912,671117
"Eduardo Valencia","DET",6,12,13,5,3,0,0,2,3,3,0,0,4,1,0,0,0,0,0,0.416666666,"Eduardo Valencia",24574,680664
"Joshua Kuroda-Grauer","ATH",15,57,59,23,16,7,0,0,7,3,1,0,6,1,0,0,3,0,1,0.403508771,"Joshua Kuroda-Grauer",35121,811965
"Brewer Hicklen","- - -",7,19,22,7,4,3,0,0,4,2,3,0,8,0,0,0,0,2,0,0.368421052,"Brewer Hicklen",20450,676551
"Diego Castillo","MIN",4,6,8,2,1,1,0,0,3,2,2,0,1,0,0,0,0,0,0,0.333333333,"Diego Castillo",19906,660636
"Samad Taylor","- - -",33,101,116,32,29,1,1,1,17,11,12,0,32,0,0,3,2,6,1,0.316831683,"Samad Taylor",22274,669392
"Tyler Tolbert","KCR",100,108,121,34,28,3,0,3,36,11,5,0,22,3,3,2,4,32,5,0.314814814,"Tyler Tolbert",25779,686475
"Aaron Judge","NYY",369,1314,1644,412,205,76,3,128,302,296,299,61,403,18,10,0,46,27,8,0.313546423,"Aaron Judge",15640,592450
"Luis Arraez","- - -",398,1631,1763,503,389,84,14,16,197,143,83,7,68,13,16,20,36,28,7,0.308399754,"Luis Arraez",18568,650333
"Trey Mancini","LAA",5,13,14,4,3,0,1,0,1,4,0,0,3,0,1,0,1,0,0,0.307692307,"Trey Mancini",15149,641820
"Yordan Alvarez","HOU",294,1077,1268,330,194,62,2,72,170,186,163,37,202,15,13,0,18,8,1,0.306406685,"Yordan Alvarez",19556,670541
"Bobby Witt Jr.","KCR",411,1627,1808,498,298,114,18,68,275,236,146,21,303,17,18,0,17,99,26,0.306084818,"Bobby Witt Jr.",25764,677951
"Esmerlyn Valdez","PIT",31,105,118,32,12,7,1,12,23,32,12,0,44,0,1,0,4,0,1,0.304761904,"Esmerlyn Valdez",29005,699013
"Wade Meckler","LAA",45,128,142,39,29,8,0,2,19,17,14,0,32,0,0,0,1,3,0,0.3046875,"Wade Meckler",31490,685133
"David Bote","CHC",37,46,48,14,10,4,0,0,4,6,2,0,13,0,0,0,1,0,0,0.304347826,"David Bote",14593,623520
"Jake Mangum","- - -",197,649,696,194,159,28,2,5,72,60,33,1,110,8,2,4,10,45,12,0.298921417,"Jake Mangum",26202,663968
"TJ Rumfield","COL",98,348,397,104,69,20,2,13,43,51,40,0,57,7,2,0,2,0,0,0.298850574,"TJ Rumfield",29805,681198
"Xavier Edwards","MIA",309,1191,1343,355,284,45,16,10,164,106,132,7,192,3,12,5,17,72,14,0.298068849,"Xavier Edwards",22266,669364
"Jacob Wilson","OAK",212,816,877,243,184,38,3,18,101,95,46,1,78,8,3,4,25,7,2,0.297794117,"Jacob Wilson",33266,805779
"Vladimir Guerrero Jr.","TOR",409,1552,1776,462,309,93,1,59,246,228,196,25,242,15,13,0,46,15,6,0.297680412,"Vladimir Guerrero Jr.",19611,665489
"Yandy Díaz","TBR",389,1507,1684,445,313,77,3,52,185,204,146,8,244,19,12,0,34,4,2,0.295288652,"Yandy Diaz",16578,650490
"Shohei Ohtani","LAD",412,1595,1877,470,241,80,18,131,346,292,250,40,444,14,11,0,21,85,12,0.294670846,"Shohei Ohtani",19755,660271
"Victor Bericoto","SFG",24,58,59,17,10,3,0,4,7,9,1,0,15,0,0,0,2,1,2,0.293103448,"Victor Bericoto",26468,682674
"Jonathan Aranda","TBR",247,850,985,249,169,46,0,34,126,137,106,6,232,18,11,0,20,0,2,0.292941176,"Jonathan Aranda",21837,666018
"Troy Johnston","- - -",134,399,447,116,82,26,1,7,45,53,37,0,82,6,4,1,4,6,7,0.290726817,"Troy Johnston",26143,687859
"Miguel Andujar","- - -",243,862,914,250,176,51,4,19,91,96,41,3,129,8,3,0,30,6,4,0.290023201,"Miguel Andujar",15878,609280
"Carlos Cortes","ATH",118,307,339,89,56,20,2,11,33,39,25,0,52,4,3,0,12,1,0,0.28990228,"Carlos Cortes",21842,666126
"Chandler Simpson","TBR",201,755,807,218,184,25,9,0,94,43,38,0,77,0,4,8,13,67,23,0.288741721,"Chandler Simpson",31912,802415
"Cole Carrigg","COL",33,104,125,30,16,7,3,4,26,23,14,1,26,2,4,1,1,2,2,0.288461538,"Cole Carrigg",33253,694249
"Freddie Freeman","LAD",391,1463,1686,421,258,97,5,61,214,230,187,17,299,19,17,0,40,18,4,0.287764866,"Freddie Freeman",5361,518692
"Carlos Correa","- - -",262,978,1092,281,192,57,2,30,140,122,103,5,200,4,6,0,29,1,0,0.287321063,"Carlos Correa",14162,621043
"Matt Duffy","TEX",4,7,10,2,2,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0.285714285,"Matt Duffy",13836,622110
"Dom Nuñez","CLE",2,7,7,2,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0.285714285,"Dom Nunez",15055,624513
"Justin Dean","- - -",29,7,9,2,1,0,1,0,3,3,2,0,3,0,0,0,0,1,0,0.285714285,"Justin Dean",25005,681909
"Deyvison De Los Santos","MIA",3,7,7,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.285714285,"Deyvison De Los Santos",27969,691277
"Harry Ford","- - -",10,14,18,4,2,1,0,1,4,5,1,0,6,2,1,0,0,1,0,0.285714285,"Harry Ford",29958,695670
"Jim Jarvis","ATL",13,42,45,12,8,3,0,1,5,4,1,0,10,1,0,1,0,0,0,0.285714285,"Jim Jarvis",33492,805347
"Jeremy Peña","HOU",335,1295,1416,369,260,67,4,38,183,154,77,3,240,30,10,4,26,48,9,0.284942084,"Jeremy Pena",21636,665161
"Trea Turner","PHI",359,1491,1606,424,296,73,7,48,248,166,97,1,300,13,5,0,25,72,13,0.284372904,"Trea Turner",16252,607208
"Gabriel Moreno","ARI",252,829,948,235,168,45,2,20,120,118,104,4,149,6,9,0,22,9,4,0.283474065,"Gabriel Moreno",22664,672515
"Juan Yepez","WSN",62,226,249,64,43,15,0,6,32,26,18,0,42,1,3,1,9,2,1,0.28318584,"Juan Yepez",18400,660766
"Kevin McGonigle","DET",96,362,426,102,71,19,3,9,61,35,61,0,59,3,0,0,2,11,0,0.281767955,"Kevin McGonigle",33572,805808
"Pedro Ramírez","CHC",28,64,71,18,11,5,1,1,9,10,5,0,10,0,1,1,3,2,0,0.28125,"Pedro Ramirez",29218,699393
"Brendan Donovan","- - -",296,1131,1268,318,217,70,4,27,138,131,100,3,163,25,10,2,8,9,9,0.281167108,"Brendan Donovan",24679,680977
"Sam Antonacci","CHW",78,274,317,77,56,12,2,7,50,29,22,0,49,18,1,2,1,13,5,0.281021897,"Sam Antonacci",35101,803011
"Romy Gonzalez","BOS",199,563,612,158,103,34,5,16,77,88,34,1,156,6,9,0,14,18,9,0.280639431,"Romy Gonzalez",21562,663853
"Tristan Peters","- - -",98,271,298,76,47,20,3,6,37,37,18,0,59,3,2,4,0,5,2,0.280442804,"Tristan Peters",30063,671976
"Nick Kurtz","ATH",209,754,901,211,111,41,3,56,151,152,139,12,281,4,3,0,9,9,2,0.279840848,"Nick Kurtz",35110,701762
"Nick Gonzales","PIT",284,1091,1181,305,227,54,7,17,136,123,67,1,217,13,9,1,30,9,7,0.279560036,"Nick Gonzales",27490,693304
"Jose Iglesias","- - -",197,576,634,161,126,27,1,7,68,62,36,1,95,15,3,4,11,11,3,0.279513888,"Jose Iglesias",10231,578428
"Otto Lopez","MIA",357,1335,1447,373,265,71,7,30,176,162,89,2,216,8,12,2,30,53,13,0.279400749,"Otto Lopez",19608,672640
"Ketel Marte","ARI",357,1368,1558,382,226,70,5,81,233,223,159,14,251,16,15,0,25,15,3,0.279239766,"Ketel Marte",13613,606466
"Alec Burleson","STL",388,1416,1553,395,269,69,3,54,178,216,107,3,216,11,13,2,31,17,5,0.278954802,"Alec Burleson",27615,676475
"Juan Soto","- - -",398,1439,1776,401,230,59,7,105,293,266,315,24,301,7,12,1,30,52,11,0.27866574,"Juan Soto",20123,665742
"Alex Call","- - -",197,481,570,134,96,27,2,9,77,61,66,0,95,11,6,6,10,8,3,0.278586278,"Alex Call",19296,669743
"Jung Hoo Lee","SFG",278,1048,1139,291,205,56,15,15,136,96,71,0,120,11,9,0,9,18,6,0.277671755,"Jung Hoo Lee",33824,808982
"Luke Keaschall","MIN",143,497,573,138,101,28,1,8,74,56,55,1,84,15,6,0,8,26,7,0.277665995,"Luke Keaschall",33321,807712
"Ernie Clement","TOR",392,1348,1427,374,260,79,6,29,174,133,52,2,139,8,10,9,30,21,9,0.277448071,"Ernie Clement",20352,676391
"Chase DeLauter","CLE",83,310,345,86,57,17,1,11,34,47,33,0,47,0,2,0,7,4,2,0.277419354,"Chase DeLauter",32127,800050
"Miguel Rojas","LAD",283,737,813,204,140,48,0,16,91,80,57,1,96,5,7,7,21,13,3,0.276797829,"Miguel Rojas",7802,500743
"A.J. Ewing","NYM",60,210,236,58,40,10,1,7,27,25,22,0,62,1,1,2,1,10,6,0.276190476,"A.J. Ewing",33656,805999
"Konnor Griffin","PIT",59,225,247,62,45,10,2,5,35,25,16,0,65,4,2,0,3,20,1,0.275555555,"Konnor Griffin",35376,804606
"Nico Hoerner","CHC",404,1568,1723,432,321,87,6,18,214,152,119,2,150,24,12,0,19,74,15,0.275510204,"Nico Hoerner",21479,663538
"Drake Baldwin","ATL",199,698,780,192,129,24,2,37,110,134,71,1,139,10,1,0,17,2,1,0.275071633,"Drake Baldwin",31539,686948
"Fernando Tatis Jr.","SDP",355,1376,1559,378,254,67,4,53,224,161,157,9,312,17,8,1,23,68,19,0.274709302,"Fernando Tatis Jr.",19709,665487
"Jose F Miranda","MIN",133,437,465,120,78,28,4,10,46,54,18,1,79,6,4,0,13,2,2,0.274599542,"Jose F Miranda",20538,669304
"Ryan O'Hearn","- - -",371,1233,1390,338,231,55,4,48,177,186,132,7,255,15,10,0,31,7,2,0.274128142,"Ryan O'Hearn",16442,656811
"Iván Herrera","STL",277,978,1150,268,192,39,2,35,153,134,119,5,207,41,9,0,36,18,2,0.274028629,"Ivan Herrera",20599,671056
"Yainer Diaz","HOU",337,1301,1369,356,247,63,4,42,144,177,50,3,231,5,13,0,40,3,2,0.273635664,"Yainer Diaz",23003,673237
"Masataka Yoshida","BOS",227,753,836,206,144,43,1,18,86,100,56,0,100,20,7,0,10,7,0,0.273572377,"Masataka Yoshida",31837,807799
"Jackson Chourio","MIL",344,1349,1459,369,225,81,8,55,216,196,91,7,316,8,9,2,23,53,15,0.273535952,"Jackson Chourio",28806,694192
"José Ramírez","CLE",388,1481,1669,405,230,91,5,79,259,236,161,39,200,10,14,0,19,109,16,0.273463875,"Jose Ramirez",13510,608070
"Roman Anthony","BOS",101,366,433,100,66,23,2,9,60,37,60,1,117,6,1,0,2,6,1,0.273224043,"Roman Anthony",31812,701350
"William Contreras","MIL",397,1514,1734,413,282,79,2,50,237,225,197,13,312,9,14,0,43,16,8,0.272787318,"William Contreras",20503,661388
"Raynel Delgado","HOU",17,33,36,9,7,1,0,1,3,4,2,0,5,0,0,1,0,0,0,0.272727272,"Raynel Delgado",22272,669384
"Oscar Colás","CHW",13,33,38,9,9,0,0,0,1,4,4,0,10,1,0,0,0,0,1,0.272727272,"Oscar Colas",30162,693049
"Luis Lara","MIL",8,22,27,6,5,1,0,0,2,2,5,0,4,0,0,0,0,1,0,0.272727272,"Luis Lara",30675,800325
"Lucas Spence","HOU",3,11,12,3,3,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0.272727272,"Lucas Spence",35126,828599
"Brandon Marsh","PHI",363,1148,1277,313,207,57,7,42,166,149,108,3,364,4,12,4,6,34,7,0.272648083,"Brandon Marsh",20202,669016
"Jake McCarthy","- - -",295,939,1037,256,177,39,18,22,126,131,59,1,173,20,7,12,10,48,10,0.272630457,"Jake McCarthy",21622,664983
"Bo Bichette","- - -",319,1285,1391,350,241,74,3,32,156,176,87,3,230,8,11,0,42,10,4,0.27237354,"Bo Bichette",19612,666182
"Spencer Horwitz","- - -",279,938,1087,255,165,56,1,33,137,124,126,3,183,14,9,0,25,1,1,0.27185501,"Spencer Horwitz",26477,687462
"Steven Kwan","CLE",370,1413,1598,384,296,56,6,26,204,117,155,3,147,11,9,9,15,39,12,0.271762208,"Steven Kwan",24610,680757
"Victor Robles","- - -",167,460,518,125,92,27,1,5,64,42,29,0,98,16,6,7,9,46,6,0.27173913,"Victor Robles",18363,645302
"Geraldo Perdomo","ARI",354,1266,1512,344,237,67,10,30,207,173,189,1,189,17,21,19,24,51,15,0.271721958,"Geraldo Perdomo",22799,672695
"Donovan Solano","- - -",167,449,488,122,93,17,1,11,41,56,30,0,105,6,3,0,15,2,1,0.271714922,"Donovan Solano",8623,456781
"Jose Altuve","HOU",385,1514,1666,411,282,69,2,58,221,170,131,8,300,12,7,2,48,34,15,0.271466314,"Jose Altuve",5417,514888
"Christian Yelich","MIL",288,1096,1249,297,199,48,4,46,175,178,136,12,308,11,3,2,11,45,7,0.270985401,"Christian Yelich",11477,592885
"Hyeseong Kim","LAD",114,277,301,75,60,9,2,4,35,28,19,0,83,1,2,1,2,18,2,0.270758122,"Hyeseong Kim",35322,808975
"Byron Buxton","MIN",303,1149,1265,311,158,64,11,78,216,184,84,7,330,22,10,0,5,38,3,0.270670147,"Byron Buxton",14161,621439
"Nathan Lukes","TOR",221,670,756,181,128,31,4,18,91,93,60,2,103,7,7,12,20,3,5,0.270149253,"Nathan Lukes",18123,664770
"Luis García Jr.","WSN",371,1296,1378,350,222,69,5,54,170,204,69,3,221,2,11,0,25,40,11,0.270061728,"Luis Garcia Jr.",20391,671277
"Bryce Harper","PHI",377,1404,1632,379,208,92,2,77,216,221,207,19,346,9,11,1,32,24,10,0.269943019,"Bryce Harper",11579,547180
"Daylen Lile","WSN",189,704,768,190,120,36,14,20,101,89,46,1,132,9,7,1,11,17,11,0.269886363,"Daylen Lile",29995,695734
"Ben Malgeri","DET",13,26,31,7,5,2,0,0,2,4,4,0,8,0,1,0,0,0,0,0.269230769,"Ben Malgeri",29577,701162
"Jonah Cox","SFG",24,26,29,7,4,1,1,1,5,3,0,0,15,0,0,3,0,4,0,0.269230769,"Jonah Cox",33270,813841
"Amed Rosario","- - -",223,665,703,179,124,33,4,18,69,82,27,0,144,6,5,0,17,15,5,0.269172932,"Amed Rosario",15518,642708
"Ronald Acuña Jr.","ATL",197,725,870,195,130,30,3,32,143,79,133,6,207,10,2,0,9,40,11,0.268965517,"Ronald Acuna Jr.",18401,660670
"Starling Marte","- - -",236,740,824,199,148,31,3,17,95,83,57,1,183,15,8,4,17,24,5,0.268918918,"Starling Marte",9241,516782
"Brice Turang","MIL",404,1507,1703,405,282,75,9,39,236,198,172,5,361,4,10,10,18,89,17,0.268745852,"Brice Turang",22186,668930
"Bligh Madris","DET",21,67,75,18,14,3,0,1,8,5,6,0,20,0,1,0,0,0,0,0.268656716,"Bligh Madris",20054,676632
"Josh Jung","TEX",267,1009,1089,270,186,51,3,30,117,112,67,0,247,9,4,0,25,9,2,0.267591674,"Josh Jung",26299,673962
"Jurickson Profar","- - -",238,882,1039,236,152,45,1,38,150,128,124,4,160,23,5,5,18,19,5,0.267573696,"Jurickson Profar",10815,595777
"Isiah Kiner-Falefa","- - -",318,1015,1087,271,210,43,6,12,117,96,45,0,173,15,3,9,24,33,8,0.266995073,"Isiah Kiner-Falefa",16512,643396
"David Peralta","SDP",91,236,260,63,44,11,0,8,35,28,22,0,54,2,0,0,3,2,0,0.266949152,"David Peralta",2136,444482
"Junior Caminero","TBR",295,1139,1258,304,172,51,1,80,171,188,105,10,243,5,9,0,51,11,3,0.26690079,"Junior Caminero",28163,691406
"Julio Rodríguez","SEA",392,1571,1711,419,286,63,4,66,229,204,112,7,390,22,6,0,32,66,14,0.266709102,"Julio Rodriguez",23697,677594
"Yohendrick Piñango","TOR",51,150,160,40,28,7,0,5,11,20,10,0,37,0,0,0,6,0,0,0.266666666,"Yohendrick Pinango",26664,682818
"Michael Harris II","ATL",362,1400,1480,373,253,58,9,53,161,192,54,2,296,9,13,4,16,36,13,0.266428571,"Michael Harris II",25931,671739
"Alec Bohm","PHI",358,1370,1497,365,246,76,5,38,147,205,94,2,227,17,16,0,46,8,2,0.266423357,"Alec Bohm",21618,664761
"Brent Rooker","OAK",355,1352,1516,360,206,70,5,79,194,230,143,9,397,12,8,0,21,19,4,0.266272189,"Brent Rooker",19627,667670
"Riley Greene","DET",392,1465,1651,390,230,78,8,74,216,232,163,6,469,11,11,0,26,8,4,0.266211604,"Riley Greene",25976,682985
"Willson Contreras","- - -",310,1112,1297,296,172,64,3,57,167,180,126,4,331,50,7,1,29,11,4,0.26618705,"Willson Contreras",11609,575929
"Griffin Conine","MIA",87,248,274,66,38,15,1,12,42,36,23,0,84,3,0,0,2,2,1,0.266129032,"Griffin Conine",21626,665052
"Sal Frelick","MIL",377,1279,1431,340,259,56,7,18,175,129,111,1,189,13,9,6,16,43,11,0.265832681,"Sal Frelick",29622,686217
"Liam Hicks","MIA",207,640,744,170,127,22,2,19,89,103,76,1,88,15,9,4,9,4,0,0.265625,"Liam Hicks",29844,689414
"Cody Bellinger","- - -",379,1461,1639,388,252,67,11,58,210,228,154,8,244,5,19,0,20,32,9,0.265571526,"Cody Bellinger",15998,641355
"Elly De La Cruz","CIN",401,1563,1749,415,249,82,21,63,261,207,170,12,496,10,4,2,31,118,30,0.265515035,"Elly De La Cruz",26668,682829
"Bryan Reynolds","PIT",410,1571,1781,417,264,91,8,54,211,220,177,6,430,25,8,0,26,20,4,0.265436028,"Bryan Reynolds",19326,668804
"Seiya Suzuki","CHC",366,1394,1592,370,219,74,9,68,200,224,173,7,414,10,15,0,27,22,8,0.265423242,"Seiya Suzuki",30116,673548
"Will Smith","LAD",290,1011,1181,268,173,49,3,43,164,159,138,7,228,16,16,0,20,3,4,0.265084075,"Will Smith",19197,669257
"Josh Naylor","- - -",392,1469,1637,389,261,68,1,59,202,237,137,13,237,15,10,0,48,55,8,0.26480599,"Josh Naylor",18839,647304
"Jordan Westburg","BAL",192,744,799,197,120,36,6,35,116,104,39,0,177,13,2,1,10,7,5,0.264784946,"Jordan Westburg",27815,676059
"Heliot Ramos","SFG",339,1330,1461,352,234,60,7,51,171,170,101,5,359,19,11,0,30,12,5,0.264661654,"Heliot Ramos",22515,671218
"Nick Sogard","BOS",73,208,231,55,40,14,1,0,29,19,17,0,55,3,2,1,8,5,1,0.264423076,"Nick Sogard",25483,686765
"Francisco Lindor","NYM",355,1426,1605,377,225,78,4,70,247,192,139,2,288,30,10,0,18,62,11,0.264375876,"Francisco Lindor",12916,596019
"Blaze Alexander","- - -",217,617,697,163,115,31,3,14,81,78,53,1,189,17,2,6,11,16,10,0.264181523,"Blaze Alexander",23789,677942
"Kyle Tucker","- - -",308,1118,1330,295,181,56,6,52,201,169,191,10,220,7,8,1,16,42,3,0.263864042,"Kyle Tucker",18345,663656
"Jackson Merrill","SDP",367,1369,1483,361,225,71,13,52,181,199,90,4,311,6,10,8,12,37,7,0.263696128,"Jackson Merrill",29490,701538
"Andy Pages","LAD",371,1363,1491,359,227,72,3,57,196,199,92,1,328,20,15,0,26,23,15,0.263389581,"Andy Pages",24816,681624
"Jeremiah Jackson","BAL",120,376,398,99,65,20,2,12,44,57,16,0,93,3,2,1,16,2,3,0.263297872,"Jeremiah Jackson",22239,669236
"Gunnar Henderson","BAL",412,1617,1823,425,259,81,14,71,260,204,174,8,401,21,11,0,15,59,13,0.262832405,"Gunnar Henderson",26289,683002
"Mookie Betts","LAD",329,1287,1451,338,224,57,7,50,206,188,144,6,157,5,15,0,35,25,6,0.262626262,"Mookie Betts",13611,605141
"James Wood","WSN",336,1276,1494,335,188,74,5,68,221,201,204,17,457,9,5,0,16,44,17,0.262539184,"James Wood",29518,695578
"Ryan Mountcastle","BAL",221,819,879,215,144,49,2,20,88,99,43,0,214,5,12,0,23,6,0,0.262515262,"Ryan Mountcastle",18373,663624
"Henry Bolte","ATH",56,183,209,48,38,7,0,3,18,17,15,0,57,8,2,0,4,11,4,0.262295081,"Henry Bolte",31448,703607
"JJ Wetherholt","STL",93,366,423,96,72,10,0,14,61,38,41,2,66,14,2,0,1,9,0,0.262295081,"JJ Wetherholt",34985,802139
"Alejandro Kirk","TOR",262,885,999,232,168,41,1,22,76,139,95,5,124,3,16,0,28,1,0,0.262146892,"Alejandro Kirk",22581,672386
"Nolan Schanuel","LAA",359,1305,1504,342,251,59,1,31,157,142,155,4,223,24,13,6,34,15,3,0.262068965,"Nolan Schanuel",33189,694384
"Matt Olson","ATL",422,1607,1840,421,231,103,3,84,243,252,205,10,451,15,13,0,32,3,0,0.261978842,"Matt Olson",14344,621566
"Donovan Walton","- - -",46,126,141,33,21,8,0,4,20,15,11,0,28,2,0,2,4,0,0,0.261904761,"Donovan Walton",19314,622268
"Garrett Mitchell","MIL",183,546,625,143,83,37,7,16,85,71,69,1,203,4,2,4,3,21,9,0.261904761,"Garrett Mitchell",27555,669003
"Chase Meidroth","CHW",217,803,904,210,166,32,0,12,110,55,82,0,167,8,3,7,18,16,6,0.261519302,"Chase Meidroth",31580,805367
"Trevor Larnach","MIN",336,1117,1265,292,192,59,2,39,166,145,128,4,262,10,8,1,38,10,7,0.261414503,"Trevor Larnach",21501,663616
"Carson Benge","NYM",97,364,399,95,70,12,2,11,52,38,30,0,86,4,1,0,4,16,2,0.26098901,"Carson Benge",35177,701807
"Harold Ramírez","- - -",73,238,246,62,52,7,1,2,28,29,5,0,50,2,1,0,2,6,2,0.260504201,"Harold Ramirez",14387,623912
"Jake Fraley","- - -",220,623,689,162,112,35,2,13,81,54,59,1,144,4,3,0,8,27,8,0.260032102,"Jake Fraley",19260,641584
"Dillon Dingler","DET",243,854,930,222,137,46,6,33,105,128,49,2,220,20,4,0,17,0,0,0.259953161,"Dillon Dingler",27464,693307
"Gavin Lux","- - -",279,885,990,230,159,52,4,15,108,103,100,0,224,2,3,0,11,6,2,0.259887005,"Gavin Lux",19955,666158
"Austin Hays","- - -",200,658,715,171,110,35,5,21,89,91,39,4,179,9,8,1,12,9,3,0.259878419,"Austin Hays",19363,669720
"Marcell Ozuna","- - -",369,1321,1534,343,220,55,0,68,176,200,192,5,392,8,11,0,38,1,0,0.259651778,"Marcell Ozuna",10324,542303
"Gleyber Torres","- - -",342,1276,1483,331,242,54,0,35,185,155,179,1,270,9,17,2,19,8,4,0.259404388,"Gleyber Torres",16997,650402
"Maikel Garcia","KCR",386,1438,1586,373,252,83,12,26,197,162,128,0,232,1,12,7,27,65,14,0.259388038,"Maikel Garcia",22715,672580
"Blaze Jordan","STL",25,81,88,21,14,4,2,1,9,17,3,0,12,0,4,0,2,0,0,0.259259259,"Blaze Jordan",28199,691458
"Rafael Flores Jr.","PIT",12,27,33,7,3,3,0,1,2,2,6,0,9,0,0,0,0,0,0,0.259259259,"Rafael Flores Jr.",31991,804668
"Tyler Soderstrom","OAK",306,1061,1197,275,157,65,3,50,140,166,120,7,259,12,4,0,33,9,4,0.259189443,"Tyler Soderstrom",27467,691016
"Dominic Canzone","SEA",234,645,718,167,101,31,1,34,83,89,61,2,166,6,6,0,14,5,2,0.258914728,"Dominic Canzone",26438,686527
"Mauricio Dubón","- - -",364,1128,1212,292,203,66,2,21,132,133,65,0,153,5,6,7,22,9,4,0.258865248,"Mauricio Dubon",16530,643289
"Connor Wong","BOS",233,731,815,189,134,40,1,14,84,74,59,1,186,14,5,6,15,13,9,0.258549931,"Connor Wong",19896,657136
"Ramón Laureano","- - -",283,909,1003,235,140,48,5,42,130,130,70,1,280,17,7,0,16,22,9,0.258525852,"Ramon Laureano",17128,657656
"Paul Goldschmidt","- - -",370,1335,1458,345,221,74,3,47,179,152,102,8,338,9,5,0,32,17,1,0.258426966,"Paul Goldschmidt",9218,502671
"Casey Schmitt","SFG",226,782,845,202,127,36,2,37,89,106,41,2,181,13,8,1,14,9,1,0.25831202,"Casey Schmitt",27577,669477
"Corey Seager","TEX",276,1042,1197,269,162,46,0,61,157,149,139,23,242,10,6,0,27,5,1,0.258157389,"Corey Seager",13624,608369
"Alex Bregman","- - -",356,1395,1573,360,230,73,3,54,190,180,146,6,226,21,11,0,35,6,3,0.258064516,"Alex Bregman",17678,608324
"CJ Abrams","WSN",378,1479,1646,381,225,83,13,60,229,195,112,6,341,40,13,2,14,77,19,0.25760649,"CJ Abrams",25768,682928
"Manny Machado","SDP",407,1557,1725,401,247,79,0,75,215,256,148,13,343,4,15,1,49,27,7,0.257546563,"Manny Machado",11493,592518
"Austin Martin","MIN",230,626,719,161,117,38,2,4,98,43,79,0,130,8,2,4,14,28,13,0.257188498,"Austin Martin",27462,668885
"Colt Keith","DET",374,1190,1304,306,218,46,8,34,155,130,99,3,267,7,8,0,16,12,2,0.257142857,"Colt Keith",27899,690993
"Kyle Teel","CHW",96,315,366,81,58,13,0,10,47,49,43,0,104,6,1,1,2,3,1,0.257142857,"Kyle Teel",33549,691019
"Andrew Vaughn","- - -",318,1129,1242,290,186,66,3,35,110,159,89,1,233,11,12,1,28,2,0,0.256864481,"Andrew Vaughn",26197,683734
"Rafael Devers","- - -",400,1511,1751,388,207,92,6,83,236,245,217,27,459,10,13,0,37,4,1,0.256783587,"Rafael Devers",17350,646240
"Teoscar Hernández","LAD",354,1332,1459,342,203,70,3,66,186,225,103,4,396,13,9,0,28,19,5,0.256756756,"Teoscar Hernandez",13066,606192
"Victor Caratini","- - -",273,818,932,210,152,30,1,27,88,111,72,2,168,25,17,0,18,1,1,0.256723716,"Victor Caratini",14968,605170
"Michael Massey","KCR",257,830,889,213,145,42,2,24,97,98,39,1,141,4,11,5,16,5,1,0.256626506,"Michael Massey",27684,686681
"Masyn Winn","STL",369,1403,1544,360,254,71,7,28,196,150,107,1,281,16,13,5,19,28,12,0.256593014,"Masyn Winn",27479,691026
"Jorge Alfaro","WSN",14,39,39,10,8,2,0,0,3,3,0,0,14,0,0,0,0,1,0,0.256410256,"Jorge Alfaro",12180,595751
"Justin Crawford","PHI",91,273,294,70,53,12,3,2,28,21,17,0,61,2,0,2,1,12,3,0.256410256,"Justin Crawford",31791,702222
"Kevin Newman","- - -",168,402,427,103,78,19,1,5,54,39,16,1,71,0,2,7,12,9,1,0.256218905,"Kevin Newman",17696,621028
"Edmundo Sosa","PHI",233,644,702,165,107,29,6,23,86,95,28,0,156,14,7,5,16,11,2,0.25621118,"Edmundo Sosa",17022,624641
"Charlie Blackmon","COL",124,449,499,115,74,24,5,12,59,52,43,2,86,6,1,0,4,6,2,0.256124721,"Charlie Blackmon",7859,453568
"Dominic Smith","- - -",238,695,774,178,120,40,1,17,93,102,61,1,152,8,9,1,18,3,1,0.256115107,"Dominic Smith",15653,642086
"Will Wagner","- - -",95,246,280,63,47,14,0,2,28,18,31,1,51,2,0,1,8,1,0,0.25609756,"Will Wagner",29634,695238
"Ceddanne Rafaela","BOS",402,1449,1543,371,238,82,12,39,199,179,61,1,343,21,5,7,25,52,21,0.256038647,"Ceddanne Rafaela",24262,678882
"Randal Grichuk","- - -",283,668,722,171,90,48,3,30,97,96,43,2,141,5,6,0,13,0,1,0.255988023,"Randal Grichuk",10243,545341
"Mike Tauchman","- - -",202,633,735,162,115,29,2,16,94,69,92,0,156,8,2,0,12,6,2,0.25592417,"Mike Tauchman",15274,643565
"Bryce Johnson","SDP",134,184,206,47,38,8,0,1,23,14,13,0,49,2,0,7,3,10,3,0.255434782,"Bryce Johnson",20002,669369
